Id	Desc	Name	Atlas	Icon	Tips	ClassID	SubClassID	ThirdClassID	Quality	Color	MinLevelRequire	MaxLevelRequire	CanUse	BindType	CanSell	SellPrice	SellMoneyType	MaxStackSize	ProfessionRequire	SexReq	SortId	CompoundType	CompondLevel	HyperLinkColor	SoundID	ExistTime	DropIcon	DropScaling	DropEffectId	CanThrow	IsCanStorage	IsCanQianKunDai	QianKunDaiGroup	QianKunDaiLevel	IsCanBatchUse	IsNeedAddRemind	IsNeedUseRemind	MaxStorage	SupplyJuqiExp	ItemRmbVal	StallItemID	StallOtherClass	IsNeedSecPasswd
8	测试用	GM kiếm - Hợp Hoan	Icon	QuestionMark	Thiếu hiệp, nguyện ngươi có một phần không hối nhân duyên	1	1	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_HeHuanWuQi	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
9	测试用	GM kiếm - thiên âm	Icon	QuestionMark	Thiếu hiệp, nguyện ngươi có một phần không hối nhân duyên	1	1	1	5	5	1	300	0	1	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_TianYinWuQi	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
10	测试用	GM kiếm - Quỷ Vương 	Icon	QuestionMark	Trong truyền thuyết lưu mỹ tương dùng qua Vũ Khí 	1	1	1	6	6	1	300	0	2	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_GuiWangWuQi	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
11	Demo-青云武器	Miêu cát の hoàng kim bảo kiếm	Icon	QuestionMark	Nhân loại cuối cùng rồi sẽ nhớ tới bị miêu cát thống trị khủng bố	1	1	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_QingYunWuQi	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	3	0	0
12	Demo-青云帽子	Miêu cát の hoàng kim giác khôi	Icon	QuestionMark	Nhân loại cuối cùng rồi sẽ nhớ tới bị miêu cát thống trị khủng bố	1	2	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_MaoZi	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	3	0	0
13	Demo-青云衣服	Miêu cát の hoàng kim chiến giáp	Icon	QuestionMark	Nhân loại cuối cùng rồi sẽ nhớ tới bị miêu cát thống trị khủng bố	1	3	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_YiFu	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	3	0	0
14	Demo-青云短裤	Miêu cát の hoàng kim quần lót	Icon	QuestionMark	Nhân loại cuối cùng rồi sẽ nhớ tới bị miêu cát thống trị khủng bố	1	4	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_KuZi	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	4	0	0
15	Demo-青云手套	Miêu cát の hoàng kim bao cổ tay	Icon	QuestionMark	Nhân loại cuối cùng rồi sẽ nhớ tới bị miêu cát thống trị khủng bố	1	5	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_ShouTao	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	4	0	0
16	Demo-青云拖鞋	Miêu cát の hoàng kim ủng chiến	Icon	QuestionMark	Nhân loại cuối cùng rồi sẽ nhớ tới bị miêu cát thống trị khủng bố	1	6	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_XieZi	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	4	0	0
18	Demo-法宝1-寒冰剑	Hàn Băng Kiếm 	Icon	jian_01	Pháp bảo, toàn thân toả ra băng sương hàn khí.	1	10	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_FaBao	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
19	Demo-法宝2-羽翅	Vũ Sí 	Icon	chibang_01	Pháp bảo, lúc phi hành có thể hóa thành Vũ Sí .	1	10	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_FaBao	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
20	Demo-法宝3-羽皇	Vũ Hoàng 	Icon	chibang_02	Pháp bảo, lúc phi hành có thể hóa thành cánh chim.	1	10	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_FaBao	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
21	测试用	Điệp Gia Đạo Cụ 	Icon	QuestionMark	Điệp Gia Đạo Cụ 	3	1	1	3	3	10	300	0	0	1	1	0	999	-1	-1	1200	1	1	1	1	-1	DiaoLuo_YuanBao	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
22	测试用-红药	Cửu Hoa Ngọc Lộ Hoàn 	Icon	QuestionMark	Hoa thược dược	5	1	1	2	2	1	300	1	1	1	1	0	999	0	-1	1200	1	1	2	1	-1	DiaoLuo_HongYao	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
23	测试用-蓝药	Tuyết Liên Ngưng Khí Tán 	Icon	QuestionMark	Lam dược	5	2	1	2	2	1	300	1	1	1	1	0	999	0	-1	1200	1	1	2	1	-1	DiaoLuo_LanYao	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
24	Demo-戒指	Đan Thân Cẩu Chi Giới 	Icon	QuestionMark	Narya, Ring of Fire	1	7	1	5	5	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_JieZhi	0.005	-1	0	1	0	-1	-1	1	0	1	-1	6	0	-1	0	0
25	Demo-项链	Thủy Chi Trụy 	Icon	QuestionMark	Nenya, Ring of Water	1	8	1	5	5	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_XiangLian	0.005	-1	0	1	0	-1	-1	1	0	1	-1	6	0	-1	0	0
26	Demo-护符	Phong Chi Phù 	Icon	QuestionMark	Vilya, Ring of Air	1	9	1	5	5	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_HuFu	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
27	Demo-法宝2-羽翅-绑后背	Vũ Sí 	Icon	chibang_01	Pháp bảo, lúc phi hành có thể hóa thành Vũ Sí .	1	10	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_FaBao	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
28	Demo-法宝3-羽皇-绑后背	Vũ Hoàng 	Icon	chibang_02	Pháp bảo, lúc phi hành có thể hóa thành cánh chim.	1	10	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_FaBao	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
29	Demo-玉佩	Địa Chi Bội 	Icon	QuestionMark	Kenya, kamiyama bunkasai	1	11	1	6	7	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_YuPei	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
30	测试用-宠物技能书	Phí Đằng 	Icon	QuestionMark	Kiểm tra sách skill - Phí Đằng 	2	8	1	4	2	15	300	0	0	1	1	0	999	-1	-1	1200	1	1	2	1	-1	DiaoLuo_ChongWuJiNeng	0.005	-1	1	1	0	-1	-1	0	0	1	-1	0	0	30	0	0
31	测试用-宠物技能书	Cuồng Bạo 	Icon	QuestionMark	Kiểm tra sách skill - Cuồng Bạo 	2	8	1	4	2	15	300	0	0	1	1	0	999	-1	-1	1200	1	1	2	1	-1	DiaoLuo_ChongWuJiNeng	0.005	-1	1	1	0	-1	-1	0	0	1	-1	0	0	31	0	0
32	测试用-宠物技能书	Hậu Giáp 	Icon	QuestionMark	Kiểm tra sách skill - Hậu Giáp 	2	8	1	4	2	15	300	0	0	1	1	0	999	-1	-1	1200	1	1	2	1	-1	DiaoLuo_ChongWuJiNeng	0.005	-1	1	1	0	-1	-1	0	0	1	-1	0	0	32	0	0
33	测试用-宠物技能书	Lâm Ấm 	Icon	QuestionMark	Kiểm tra sách skill - Lâm Ấm 	2	8	1	4	2	15	300	0	0	1	1	0	999	-1	-1	1200	1	1	2	1	-1	DiaoLuo_ChongWuJiNeng	0.005	-1	1	1	0	-1	-1	0	0	1	-1	0	0	33	0	0
34	测试用-宠物技能书	Trung Cấp Phí Đằng 	Icon	QuestionMark	Kiểm tra sách skill - Trung Cấp Phí Đằng 	2	8	1	4	2	15	300	0	0	1	1	0	999	-1	-1	1200	1	1	2	1	-1	DiaoLuo_ChongWuJiNeng	0.005	-1	1	1	0	-1	-1	0	0	1	-1	0	0	34	0	0
35	测试用-宠物技能书	Cao Cấp Phí Đằng 	Icon	QuestionMark	Kiểm tra sách skill - Cao Cấp Phí Đằng 	2	8	1	4	2	15	300	0	0	1	1	0	999	-1	-1	1200	1	1	2	1	-1	DiaoLuo_ChongWuJiNeng	0.005	-1	1	1	0	-1	-1	0	0	1	-1	0	0	35	0	0
36	测试用-宠物蛋	Trắc Thí Sủng Vật Đản 	Icon	chongwudan	Trắc Thí Sủng Vật Đản 	2	7	1	4	2	15	300	1	0	1	1	0	1	-1	-1	1200	1	1	2	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	1	1	0	-1	-1	0	0	1	-1	0	0	-1	0	0
37	3月19日用研-戒指	Level 30 Tru Tiên  chi giới	Icon	QuestionMark	Level 30 Tru Tiên  chi giới	1	7	1	5	5	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_JieZhi	0.005	-1	1	1	0	-1	-1	0	0	1	-1	6	0	-1	0	0
38	摆摊测试用-装备	Sơ Cấp Thanh Vân Kiếm 	Icon	QuestionMark	Đừng nói chuyện, Bãi Than  kiểm tra	1	1	1	4	4	1	300	0	0	1	1	0	1	0	-1	1200	1	1	4	1	-1	DiaoLuo_QingYunWuQi	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	1	0	0
39	摆摊测试用-珍品装备	Cao Cấp Thanh Vân Kiếm 	Icon	QuestionMark	Đừng nói chuyện, Bãi Than  kiểm tra	1	1	1	6	6	1	300	0	0	1	1	0	1	0	-1	1200	1	1	6	1	-1	DiaoLuo_QingYunWuQi	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	2	0	0
40	摆摊测试用-法宝	Hàn Băng Kiếm 	Icon	jian_01	Pháp bảo, toàn thân toả ra băng sương hàn khí.	1	10	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_FaBao	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	3	0	0
41	摆摊测试用-炼器符	Hoàn Bích Phù 	Icon	wanbifu	Khiến luyện khí thất bại trừng phạt hạ thấp vì là giảm 1 level luyện khí đẳng cấp	3	2	1	4	4	1	300	0	0	0	0	0	999	-1	-1	1200	1	1	4	1	-1	DiaoLuo_QiangHuaFu	0.005	-1	1	1	0	-1	-1	0	0	1	-1	0	10	4	0	0
42	摆摊测试用-灌注符	Ích Huyết Phù 	Icon	qixuefu	Quán Chú Phù  đạo cụ, thành công quán chú sau khiến trang bị HP chút ít tăng cao	3	2	1	1	1	1	300	0	0	1	1	0	999	-1	-1	1200	1	1	1	1	-1	DiaoLuo_QiangHuaFu	0.005	-1	1	1	0	-1	-1	0	0	1	-1	0	10	5	0	0
43	摆摊测试用-宝石	Tam Vị Kim Cương Thạch  [ 1 level ]	Icon	QuestionMark	Có thể khảm nạm đến trang sức Bảo Thạch  rãnh nuôi cấy bên trong, tăng cao HP 1690	2	3	1	4	4	1	300	0	0	1	1	0	999	-1	-1	1200	1	1	4	1	-1	DiaoLuo_BaoShi	0.005	-1	1	1	1	61	-1	0	0	1	-1	0	0	6	0	0
44	30级体验宝箱	Chưởng quỹ trải nghiệm hòm [ level 30 ]	Icon	baoxiang_1	Chưởng quỹ trải nghiệm hòm [ level 30 ]	3	4	1	7	7	20	300	1	0	1	1	0	999	-1	-1	1200	1	1	7	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
45	30级青云体验宝箱	Thanh vân trải nghiệm hòm [ level 30 ]	Icon	baoxiang_1	Thanh vân trải nghiệm hòm [ level 30 ]	3	4	1	6	6	20	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
46	30级天音体验宝箱	Thiên âm trải nghiệm hòm [ level 30 ]	Icon	baoxiang_1	Thiên âm trải nghiệm hòm [ level 30 ]	3	4	1	6	6	20	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
47	30级鬼王体验宝箱	Quỷ Vương  trải nghiệm hòm [ level 30 ]	Icon	baoxiang_1	Quỷ Vương  trải nghiệm hòm [ level 30 ]	3	4	1	6	6	20	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
48	30级合欢体验宝箱	Hợp Hoan trải nghiệm hòm [ level 30 ]	Icon	baoxiang_1	Hợp Hoan trải nghiệm hòm [ level 30 ]	3	4	1	6	6	20	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
49	法宝集合箱	Pháp Bảo Tập Hợp Tương 	Icon	baoxiang_1	Pháp Bảo Tập Hợp Tương 	3	4	1	7	7	20	300	1	0	1	1	0	999	-1	-1	1200	1	1	7	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
50	初级法宝箱	Sơ Cấp Pháp Bảo Tương 	Icon	baoxiang_1	Sơ Cấp Pháp Bảo Tương 	3	4	1	6	6	20	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
51	中级法宝箱	Trung Cấp Pháp Bảo Tương 	Icon	baoxiang_1	Trung Cấp Pháp Bảo Tương 	3	4	1	6	6	20	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
52	高级法宝箱	Cao Cấp Pháp Bảo Tương 	Icon	baoxiang_1	Cao Cấp Pháp Bảo Tương 	3	4	1	6	6	20	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
53	高级特殊法宝箱	Cao Cấp Đặc Thù Pháp Bảo Tương 	Icon	baoxiang_1	Cao Cấp Đặc Thù Pháp Bảo Tương 	3	4	1	6	6	20	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
54	时装集合箱	Thì Trang Tập Hợp Tương 	Icon	baoxiang_1	Thì Trang Tập Hợp Tương 	3	4	1	7	7	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	7	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
55	新手时装7天箱	Người mới thời trang 7 ngày hòm	Icon	baoxiang_1	Người mới thời trang 7 ngày hòm	3	4	1	2	2	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
56	新手时装30天箱	Người mới thời trang 30 ngày hòm	Icon	baoxiang_1	Người mới thời trang 30 ngày hòm	3	4	1	3	3	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
57	新手时装永久箱	Tân Thủ Thì Trang Vĩnh Cửu Tương 	Icon	baoxiang_1	Tân Thủ Thì Trang Vĩnh Cửu Tương 	3	4	1	4	4	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
58	新手武器7天箱	Người mới Vũ Khí  7 ngày hòm	Icon	baoxiang_1	Người mới Vũ Khí  7 ngày hòm	3	4	1	2	2	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
59	新手武器30天箱	Người mới Vũ Khí  30 ngày hòm	Icon	baoxiang_1	Người mới Vũ Khí  30 ngày hòm	3	4	1	3	3	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
60	新手武器永久箱	Tân Thủ Vũ Khí Vĩnh Cửu Tương 	Icon	baoxiang_1	Tân Thủ Vũ Khí Vĩnh Cửu Tương 	3	4	1	4	4	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
61	额外时装1号箱	Ngoài ngạch thời trang số 1 hòm	Icon	baoxiang_1	Ngoài ngạch thời trang số 1 hòm	3	4	1	5	5	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
62	额外时装2号箱	Ngoài ngạch thời trang số 2 hòm	Icon	baoxiang_1	Ngoài ngạch thời trang số 2 hòm	3	4	1	5	5	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
63	额外时装3号箱	Ngoài ngạch thời trang số 3 hòm	Icon	baoxiang_1	Ngoài ngạch thời trang số 3 hòm	3	4	1	5	5	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
64	额外时装4号箱	Ngoài ngạch thời trang số 4 hòm	Icon	baoxiang_1	Ngoài ngạch thời trang số 4 hòm	3	4	1	5	5	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
65	额外时装5号箱	Ngoài ngạch thời trang số 5 hòm	Icon	baoxiang_1	Ngoài ngạch thời trang số 5 hòm	3	4	1	5	5	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
66	新主角时装箱	Tân Chủ Giác Thì Trang Tương 	Icon	baoxiang_1	Tân Chủ Giác Thì Trang Tương 	3	4	1	5	5	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
67	首次随机测试箱	Lần đầu tùy cơ kiểm tra hòm	Icon	baoxiang_1	Lần đầu tùy cơ kiểm tra hòm	3	4	1	2	2	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	7	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	1	0	1	-1	0	0	-1	0	0
68	3次随机测试箱	3 thứ tùy cơ kiểm tra hòm	Icon	baoxiang_1	3 thứ tùy cơ kiểm tra hòm	3	4	1	3	3	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	7	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	1	0	1	-1	0	0	-1	0	0
69	3次珍贵测试箱	3 thứ quý giá kiểm tra hòm	Icon	baoxiang_1	3 thứ quý giá kiểm tra hòm	3	4	1	4	4	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	7	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	1	0	1	-1	0	0	-1	0	0
70	星魂测试包	Tinh hồn kiểm tra bao	Icon	baoxiang_1	Tinh hồn kiểm tra bao	3	4	1	4	4	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	4	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	1	0	1	-1	0	0	-1	0	0
100	动态经验丹	Kinh Nghiệm Đan 	Icon	jingyan	Sử dụng sau có thể thu được nhất định lượng Kinh Nghiệm .	3	5	1	4	4	1	300	1	1	0	1	0	999	-1	-1	1200	1	1	1	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
101	1w经验丹，用于客服补偿，请勿放出	Kinh Nghiệm  bồi thường (1 vạn)	Icon	jingyan	Sử dụng sau có thể thu được 10000 Kinh Nghiệm , chú ý sử dụng thì thực tế thu được Kinh Nghiệm  sẽ được phục vụ khí đẳng cấp bổ trợ hoặc suy giảm, cụ thể mời bạn đi nhân vật giới kiểm tra phục vụ khí đẳng cấp	9	4	1	4	3	1	300	1	1	0	1	0	1	-1	-1	1200	1	1	1	1	4320	DiaoLuo_HongSeJinNang	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
102	2w经验丹，用于客服补偿，请勿放出	Kinh Nghiệm  bồi thường (2 vạn)	Icon	jingyan	Sử dụng sau có thể thu được 20000 Kinh Nghiệm , chú ý sử dụng thì thực tế thu được Kinh Nghiệm  sẽ được phục vụ khí đẳng cấp bổ trợ hoặc suy giảm, cụ thể mời bạn đi nhân vật giới kiểm tra phục vụ khí đẳng cấp	9	4	1	4	3	1	300	1	1	0	1	0	1	-1	-1	1200	1	1	1	1	4320	DiaoLuo_HongSeJinNang	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
103	5w经验丹，用于客服补偿，请勿放出	Kinh Nghiệm  bồi thường (5 vạn)	Icon	jingyan	Sử dụng sau có thể thu được 50000 Kinh Nghiệm , chú ý sử dụng thì thực tế thu được Kinh Nghiệm  sẽ được phục vụ khí đẳng cấp bổ trợ hoặc suy giảm, cụ thể mời bạn đi nhân vật giới kiểm tra phục vụ khí đẳng cấp	9	4	1	4	3	1	300	1	1	0	1	0	1	-1	-1	1200	1	1	1	1	4320	DiaoLuo_HongSeJinNang	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
