Id	Desc	NeedMinLevel	NeedSkillId	NeedMinLayer	MinNeedFirstLayerAddPoint	MinNeedSecondLayerAddPoint	MinNeedThirdLayerAddPoint	MinNeedTotaddAddPoint	NextSkillId	MutexId	MaxLevBeforeSamsara	MaxLevSamsara	IsRecommendLevUp
519	唤雷诀-青云-19级	209	-1	1	0	-1	-1	-1	520	-1	9	22	1
520	唤雷诀-青云-20级	215	-1	1	0	-1	-1	-1	521	-1	9	22	1
521	唤雷诀-青云-21级	221	-1	1	0	-1	-1	-1	522	-1	9	22	1
522	唤雷诀-青云-22级	227	-1	1	0	-1	-1	-1	-1	-1	9	22	0
600	五气朝元-青云-0级	0	-1	1	8	-1	-1	-1	601	-1	16	22	1
601	五气朝元-青云-1级	10	-1	1	8	-1	-1	-1	602	-1	16	22	1
602	五气朝元-青云-2级	15	-1	1	8	-1	-1	-1	603	-1	16	22	1
603	五气朝元-青云-3级	21	-1	1	8	-1	-1	-1	604	-1	16	22	1
604	五气朝元-青云-4级	27	-1	1	8	-1	-1	-1	605	-1	16	22	1
605	五气朝元-青云-5级	32	-1	1	8	-1	-1	-1	606	-1	16	22	1
606	五气朝元-青云-6级	39	-1	1	8	-1	-1	-1	607	-1	16	22	1
607	五气朝元-青云-7级	45	-1	1	8	-1	-1	-1	608	-1	16	22	1
608	五气朝元-青云-8级	51	-1	1	8	-1	-1	-1	609	-1	16	22	1
609	五气朝元-青云-9级	57	-1	1	8	-1	-1	-1	610	-1	16	22	1
610	五气朝元-青云-10级	63	-1	1	8	-1	-1	-1	611	-1	16	22	0
611	五气朝元-青云-11级	69	-1	1	8	-1	-1	-1	612	-1	16	22	0
612	五气朝元-青云-12级	75	-1	1	8	-1	-1	-1	613	-1	16	22	0
613	五气朝元-青云-13级	81	-1	1	8	-1	-1	-1	614	-1	16	22	0
614	五气朝元-青云-14级	87	-1	1	8	-1	-1	-1	615	-1	16	22	0
615	五气朝元-青云-15级	93	-1	1	8	-1	-1	-1	616	-1	16	22	0
616	五气朝元-青云-16级	99	-1	1	8	-1	-1	-1	617	-1	16	22	0
617	五气朝元-青云-17级	157	-1	1	8	-1	-1	-1	618	-1	16	22	0
618	五气朝元-青云-18级	165	-1	1	8	-1	-1	-1	619	-1	16	22	0
619	五气朝元-青云-19级	173	-1	1	8	-1	-1	-1	620	-1	16	22	0
620	五气朝元-青云-20级	182	-1	1	8	-1	-1	-1	621	-1	16	22	0
621	五气朝元-青云-21级	191	-1	1	8	-1	-1	-1	622	-1	16	22	0
622	五气朝元-青云-22级	200	-1	1	8	-1	-1	-1	-1	-1	16	22	0
900	霜寒雪舞-青云-0级	0	-1	2	0	0	-1	-1	901	-1	14	22	1
901	霜寒雪舞-青云-1级	13	-1	2	0	0	-1	-1	902	-1	14	22	1
902	霜寒雪舞-青云-2级	22	-1	2	14	0	-1	-1	903	-1	14	22	1
903	霜寒雪舞-青云-3级	28	-1	2	14	0	-1	-1	904	-1	14	22	1
904	霜寒雪舞-青云-4级	34	-1	2	14	0	-1	-1	905	-1	14	22	1
905	霜寒雪舞-青云-5级	40	-1	2	14	0	-1	-1	906	-1	14	22	1
906	霜寒雪舞-青云-6级	46	-1	2	14	0	-1	-1	907	-1	14	22	1
907	霜寒雪舞-青云-7级	52	-1	2	14	0	-1	-1	908	-1	14	22	1
908	霜寒雪舞-青云-8级	58	-1	2	14	0	-1	-1	909	-1	14	22	1
909	霜寒雪舞-青云-9级	65	-1	2	14	0	-1	-1	910	-1	14	22	1
910	霜寒雪舞-青云-10级	72	-1	2	14	0	-1	-1	911	-1	14	22	1
911	霜寒雪舞-青云-11级	79	-1	2	14	0	-1	-1	912	-1	14	22	1
912	霜寒雪舞-青云-12级	86	-1	2	14	0	-1	-1	913	-1	14	22	1
913	霜寒雪舞-青云-13级	93	-1	2	14	0	-1	-1	914	-1	14	22	1
914	霜寒雪舞-青云-14级	100	-1	2	14	0	-1	-1	915	-1	14	22	1
915	霜寒雪舞-青云-15级	159	-1	2	14	0	-1	-1	916	-1	14	22	1
916	霜寒雪舞-青云-16级	165	-1	2	14	0	-1	-1	917	-1	14	22	1
917	霜寒雪舞-青云-17级	171	-1	2	14	0	-1	-1	918	-1	14	22	1
918	霜寒雪舞-青云-18级	177	-1	2	14	0	-1	-1	919	-1	14	22	1
919	霜寒雪舞-青云-19级	183	-1	2	14	0	-1	-1	920	-1	14	22	1
920	霜寒雪舞-青云-20级	189	-1	2	14	0	-1	-1	921	-1	14	22	1
921	霜寒雪舞-青云-21级	195	-1	2	14	0	-1	-1	922	-1	14	22	1
922	霜寒雪舞-青云-22级	201	-1	2	14	0	-1	-1	-1	-1	14	22	0
800	逍遥游-青云-0级	0	-1	2	-1	2	-1	-1	801	-1	11	22	1
801	逍遥游-青云-1级	25	-1	2	-1	2	-1	-1	802	-1	11	22	1
802	逍遥游-青云-2级	29	-1	2	-1	2	-1	-1	803	-1	11	22	1
803	逍遥游-青云-3级	36	-1	2	-1	2	-1	-1	804	-1	11	22	1
804	逍遥游-青云-4级	42	-1	2	-1	2	-1	-1	805	-1	11	22	1
805	逍遥游-青云-5级	48	-1	2	-1	2	-1	-1	806	-1	11	22	0
806	逍遥游-青云-6级	54	-1	2	-1	2	-1	-1	807	-1	11	22	0
807	逍遥游-青云-7级	61	-1	2	-1	2	-1	-1	808	-1	11	22	0
808	逍遥游-青云-8级	68	-1	2	-1	2	-1	-1	809	-1	11	22	0
809	逍遥游-青云-9级	75	-1	2	-1	2	-1	-1	810	-1	11	22	0
810	逍遥游-青云-10级	82	-1	2	-1	2	-1	-1	811	-1	11	22	0
811	逍遥游-青云-11级	91	-1	2	-1	2	-1	-1	812	-1	11	22	0
812	逍遥游-青云-12级	161	-1	2	-1	2	-1	-1	813	-1	11	22	0
813	逍遥游-青云-13级	167	-1	2	-1	2	-1	-1	814	-1	11	22	0
814	逍遥游-青云-14级	173	-1	2	-1	2	-1	-1	815	-1	11	22	0
815	逍遥游-青云-15级	179	-1	2	-1	2	-1	-1	816	-1	11	22	0
816	逍遥游-青云-16级	185	-1	2	-1	2	-1	-1	817	-1	11	22	0
817	逍遥游-青云-17级	191	-1	2	-1	2	-1	-1	818	-1	11	22	0
818	逍遥游-青云-18级	197	-1	2	-1	2	-1	-1	819	-1	11	22	0
819	逍遥游-青云-19级	203	-1	2	-1	2	-1	-1	820	-1	11	22	0
820	逍遥游-青云-20级	210	-1	2	-1	2	-1	-1	821	-1	11	22	0
821	逍遥游-青云-21级	217	-1	2	-1	2	-1	-1	822	-1	11	22	0
822	逍遥游-青云-22级	224	-1	2	-1	2	-1	-1	-1	-1	11	22	0
700	盛冰之寒-青云-0级	0	-1	2	-1	2	-1	-1	701	-1	13	22	1
701	盛冰之寒-青云-1级	25	-1	2	-1	2	-1	-1	702	-1	13	22	1
702	盛冰之寒-青云-2级	29	-1	2	-1	2	-1	-1	703	-1	13	22	1
703	盛冰之寒-青云-3级	36	-1	2	-1	2	-1	-1	704	-1	13	22	1
704	盛冰之寒-青云-4级	42	-1	2	-1	2	-1	-1	705	-1	13	22	1
705	盛冰之寒-青云-5级	48	-1	2	-1	2	-1	-1	706	-1	13	22	1
706	盛冰之寒-青云-6级	54	-1	2	-1	2	-1	-1	707	-1	13	22	1
707	盛冰之寒-青云-7级	60	-1	2	-1	2	-1	-1	708	-1	13	22	1
708	盛冰之寒-青云-8级	66	-1	2	-1	2	-1	-1	709	-1	13	22	1
709	盛冰之寒-青云-9级	72	-1	2	-1	2	-1	-1	710	-1	13	22	1
710	盛冰之寒-青云-10级	78	-1	2	-1	2	-1	-1	711	-1	13	22	1
711	盛冰之寒-青云-11级	84	-1	2	-1	2	-1	-1	712	-1	13	22	1
712	盛冰之寒-青云-12级	90	-1	2	-1	2	-1	-1	713	-1	13	22	1
713	盛冰之寒-青云-13级	96	-1	2	-1	2	-1	-1	714	-1	13	22	1
714	盛冰之寒-青云-14级	161	-1	2	-1	2	-1	-1	715	-1	13	22	1
715	盛冰之寒-青云-15级	169	-1	2	-1	2	-1	-1	716	-1	13	22	0
716	盛冰之寒-青云-16级	177	-1	2	-1	2	-1	-1	717	-1	13	22	0
717	盛冰之寒-青云-17级	186	-1	2	-1	2	-1	-1	718	-1	13	22	0
718	盛冰之寒-青云-18级	195	-1	2	-1	2	-1	-1	719	-1	13	22	0
719	盛冰之寒-青云-19级	204	-1	2	-1	2	-1	-1	720	-1	13	22	0
720	盛冰之寒-青云-20级	213	-1	2	-1	2	-1	-1	721	-1	13	22	0
721	盛冰之寒-青云-21级	222	-1	2	-1	2	-1	-1	722	-1	13	22	0
722	盛冰之寒-青云-22级	231	-1	2	-1	2	-1	-1	-1	-1	13	22	0
1000	极度深寒-青云-0级	0	-1	2	-1	4	-1	-1	1001	-1	19	22	1
1001	极度深寒-青云-1级	30	-1	2	-1	4	-1	-1	1002	-1	19	22	1
1002	极度深寒-青云-2级	35	-1	2	-1	4	-1	-1	1003	-1	19	22	1
1003	极度深寒-青云-3级	41	-1	2	-1	4	-1	-1	1004	-1	19	22	1
1004	极度深寒-青云-4级	47	-1	2	-1	4	-1	-1	1005	-1	19	22	1
1005	极度深寒-青云-5级	53	-1	2	-1	4	-1	-1	1006	-1	19	22	1
1006	极度深寒-青云-6级	59	-1	2	-1	4	-1	-1	1007	-1	19	22	1
1007	极度深寒-青云-7级	65	-1	2	-1	4	-1	-1	1008	-1	19	22	1
1008	极度深寒-青云-8级	71	-1	2	-1	4	-1	-1	1009	-1	19	22	1
1009	极度深寒-青云-9级	77	-1	2	-1	4	-1	-1	1010	-1	19	22	1
1010	极度深寒-青云-10级	83	-1	2	-1	4	-1	-1	1011	-1	19	22	1
1011	极度深寒-青云-11级	89	-1	2	-1	4	-1	-1	1012	-1	19	22	1
1012	极度深寒-青云-12级	95	-1	2	-1	4	-1	-1	1013	-1	19	22	1
1013	极度深寒-青云-13级	101	-1	2	-1	4	-1	-1	1014	-1	19	22	1
1014	极度深寒-青云-14级	107	-1	2	-1	4	-1	-1	1015	-1	19	22	1
1015	极度深寒-青云-15级	113	-1	2	-1	4	-1	-1	1016	-1	19	22	1
1016	极度深寒-青云-16级	119	-1	2	-1	4	-1	-1	1017	-1	19	22	1
1017	极度深寒-青云-17级	125	-1	2	-1	4	-1	-1	1018	-1	19	22	0
1018	极度深寒-青云-18级	131	-1	2	-1	4	-1	-1	1019	-1	19	22	0
1019	极度深寒-青云-19级	137	-1	2	-1	4	-1	-1	1020	-1	19	22	0
1020	极度深寒-青云-20级	164	-1	2	-1	4	-1	-1	1021	-1	19	22	0
1021	极度深寒-青云-21级	172	-1	2	-1	4	-1	-1	1022	-1	19	22	0
1022	极度深寒-青云-22级	182	-1	2	-1	4	-1	-1	-1	-1	19	22	0
1100	黄帝内经-青云-0级	0	-1	2	-1	6	-1	-1	1101	-1	15	22	1
1101	黄帝内经-青云-1级	36	-1	2	-1	6	-1	-1	1102	-1	15	22	1
1102	黄帝内经-青云-2级	40	-1	2	-1	6	-1	-1	1103	-1	15	22	1
1103	黄帝内经-青云-3级	45	-1	2	-1	6	-1	-1	1104	-1	15	22	1
1104	黄帝内经-青云-4级	51	-1	2	-1	6	-1	-1	1105	-1	15	22	1
1105	黄帝内经-青云-5级	57	-1	2	-1	6	-1	-1	1106	-1	15	22	1
1106	黄帝内经-青云-6级	63	-1	2	-1	6	-1	-1	1107	-1	15	22	1
1107	黄帝内经-青云-7级	69	-1	2	-1	6	-1	-1	1108	-1	15	22	1
1108	黄帝内经-青云-8级	75	-1	2	-1	6	-1	-1	1109	-1	15	22	0
1109	黄帝内经-青云-9级	82	-1	2	-1	6	-1	-1	1110	-1	15	22	0
1110	黄帝内经-青云-10级	89	-1	2	-1	6	-1	-1	1111	-1	15	22	0
1111	黄帝内经-青云-11级	96	-1	2	-1	6	-1	-1	1112	-1	15	22	0
1112	黄帝内经-青云-12级	103	-1	2	-1	6	-1	-1	1113	-1	15	22	0
1113	黄帝内经-青云-13级	110	-1	2	-1	6	-1	-1	1114	-1	15	22	0
1114	黄帝内经-青云-14级	117	-1	2	-1	6	-1	-1	1115	-1	15	22	0
1115	黄帝内经-青云-15级	124	-1	2	-1	6	-1	-1	1116	-1	15	22	0
1116	黄帝内经-青云-16级	167	-1	2	-1	6	-1	-1	1117	-1	15	22	0
1117	黄帝内经-青云-17级	173	-1	2	-1	6	-1	-1	1118	-1	15	22	0
1118	黄帝内经-青云-18级	179	-1	2	-1	6	-1	-1	1119	-1	15	22	0
1119	黄帝内经-青云-19级	185	-1	2	-1	6	-1	-1	1120	-1	15	22	0
1120	黄帝内经-青云-20级	191	-1	2	-1	6	-1	-1	1121	-1	15	22	0
1121	黄帝内经-青云-21级	197	-1	2	-1	6	-1	-1	1122	-1	15	22	0
1122	黄帝内经-青云-22级	203	-1	2	-1	6	-1	-1	-1	-1	15	22	0
1200	玄妙镜-青云-0级	0	-1	2	-1	6	-1	-1	1201	-1	16	22	1
1201	玄妙镜-青云-1级	36	-1	2	-1	6	-1	-1	1202	-1	16	22	1
1202	玄妙镜-青云-2级	40	-1	2	-1	6	-1	-1	1203	-1	16	22	1
1203	玄妙镜-青云-3级	45	-1	2	-1	6	-1	-1	1204	-1	16	22	1
1204	玄妙镜-青云-4级	51	-1	2	-1	6	-1	-1	1205	-1	16	22	1
1205	玄妙镜-青云-5级	57	-1	2	-1	6	-1	-1	1206	-1	16	22	1
1206	玄妙镜-青云-6级	63	-1	2	-1	6	-1	-1	1207	-1	16	22	1
1207	玄妙镜-青云-7级	69	-1	2	-1	6	-1	-1	1208	-1	16	22	1
1208	玄妙镜-青云-8级	75	-1	2	-1	6	-1	-1	1209	-1	16	22	1
1209	玄妙镜-青云-9级	81	-1	2	-1	6	-1	-1	1210	-1	16	22	1
1210	玄妙镜-青云-10级	87	-1	2	-1	6	-1	-1	1211	-1	16	22	1
1211	玄妙镜-青云-11级	93	-1	2	-1	6	-1	-1	1212	-1	16	22	1
1212	玄妙镜-青云-12级	99	-1	2	-1	6	-1	-1	1213	-1	16	22	1
1213	玄妙镜-青云-13级	105	-1	2	-1	6	-1	-1	1214	-1	16	22	0
1214	玄妙镜-青云-14级	111	-1	2	-1	6	-1	-1	1215	-1	16	22	0
1215	玄妙镜-青云-15级	117	-1	2	-1	6	-1	-1	1216	-1	16	22	0
1216	玄妙镜-青云-16级	123	-1	2	-1	6	-1	-1	1217	-1	16	22	0
1217	玄妙镜-青云-17级	167	-1	2	-1	6	-1	-1	1218	-1	16	22	0
1218	玄妙镜-青云-18级	174	-1	2	-1	6	-1	-1	1219	-1	16	22	0
1219	玄妙镜-青云-19级	181	-1	2	-1	6	-1	-1	1220	-1	16	22	0
1220	玄妙镜-青云-20级	188	-1	2	-1	6	-1	-1	1221	-1	16	22	0
1221	玄妙镜-青云-21级	195	-1	2	-1	6	-1	-1	1222	-1	16	22	0
1222	玄妙镜-青云-22级	202	-1	2	-1	6	-1	-1	-1	-1	16	22	0
1300	真元华闪-青云-0级	0	-1	2	-1	10	-1	-1	1301	-1	13	22	1
1301	真元华闪-青云-1级	42	-1	2	-1	10	-1	-1	1302	-1	13	22	1
1302	真元华闪-青云-2级	47	-1	2	-1	10	-1	-1	1303	-1	13	22	1
1303	真元华闪-青云-3级	53	-1	2	-1	10	-1	-1	1304	-1	13	22	1
1304	真元华闪-青云-4级	60	-1	2	-1	10	-1	-1	1305	-1	13	22	1
1305	真元华闪-青云-5级	68	-1	2	-1	10	-1	-1	1306	-1	13	22	1
1306	真元华闪-青云-6级	77	-1	2	-1	10	-1	-1	1307	-1	13	22	1
1307	真元华闪-青云-7级	85	-1	2	-1	10	-1	-1	1308	-1	13	22	1
1308	真元华闪-青云-8级	94	-1	2	-1	10	-1	-1	1309	-1	13	22	1
1309	真元华闪-青云-9级	103	-1	2	-1	10	-1	-1	1310	-1	13	22	1
1310	真元华闪-青云-10级	112	-1	2	-1	10	-1	-1	1311	-1	13	22	1
1311	真元华闪-青云-11级	121	-1	2	-1	10	-1	-1	1312	-1	13	22	1
1312	真元华闪-青云-12级	130	-1	2	-1	10	-1	-1	1313	-1	13	22	1
1313	真元华闪-青云-13级	139	-1	2	-1	10	-1	-1	1314	-1	13	22	1
1314	真元华闪-青云-14级	171	-1	2	-1	10	-1	-1	1315	-1	13	22	1
1315	真元华闪-青云-15级	178	-1	2	-1	10	-1	-1	1316	-1	13	22	1
1316	真元华闪-青云-16级	185	-1	2	-1	10	-1	-1	1317	-1	13	22	1
1317	真元华闪-青云-17级	192	-1	2	-1	10	-1	-1	1318	-1	13	22	1
1318	真元华闪-青云-18级	200	-1	2	-1	10	-1	-1	1319	-1	13	22	1
1319	真元华闪-青云-19级	207	-1	2	-1	10	-1	-1	1320	-1	13	22	1
1320	真元华闪-青云-20级	215	-1	2	-1	10	-1	-1	1321	-1	13	22	1
1321	真元华闪-青云-21级	224	-1	2	-1	10	-1	-1	1322	-1	13	22	1
1322	真元华闪-青云-22级	232	-1	2	-1	10	-1	-1	-1	-1	13	22	0
1400	真雷法衣-青云-0级	0	-1	3	-1	14	0	-1	1401	-1	13	22	1
1401	真雷法衣-青云-1级	50	-1	3	-1	14	0	-1	1402	-1	13	22	1
1402	真雷法衣-青云-2级	55	-1	3	-1	14	0	-1	1403	-1	13	22	1
1403	真雷法衣-青云-3级	60	-1	3	-1	14	0	-1	1404	-1	13	22	1
1404	真雷法衣-青云-4级	65	-1	3	-1	14	0	-1	1405	-1	13	22	1
1405	真雷法衣-青云-5级	71	-1	3	-1	14	0	-1	1406	-1	13	22	1
1406	真雷法衣-青云-6级	77	-1	3	-1	14	0	-1	1407	-1	13	22	1
1407	真雷法衣-青云-7级	83	-1	3	-1	14	0	-1	1408	-1	13	22	1
1408	真雷法衣-青云-8级	89	-1	3	-1	14	0	-1	1409	-1	13	22	1
1409	真雷法衣-青云-9级	95	-1	3	-1	14	0	-1	1410	-1	13	22	1
1410	真雷法衣-青云-10级	101	-1	3	-1	14	0	-1	1411	-1	13	22	1
1411	真雷法衣-青云-11级	107	-1	3	-1	14	0	-1	1412	-1	13	22	1
1412	真雷法衣-青云-12级	113	-1	3	-1	14	0	-1	1413	-1	13	22	1
1413	真雷法衣-青云-13级	119	-1	3	-1	14	0	-1	1414	-1	13	22	1
1414	真雷法衣-青云-14级	173	-1	3	-1	14	0	-1	1415	-1	13	22	1
1415	真雷法衣-青云-15级	180	-1	3	-1	14	0	-1	1416	-1	13	22	1
1416	真雷法衣-青云-16级	187	-1	3	-1	14	0	-1	1417	-1	13	22	1
1417	真雷法衣-青云-17级	194	-1	3	-1	14	0	-1	1418	-1	13	22	1
1418	真雷法衣-青云-18级	201	-1	3	-1	14	0	-1	1419	-1	13	22	1
1419	真雷法衣-青云-19级	209	-1	3	-1	14	0	-1	1420	-1	13	22	1
1420	真雷法衣-青云-20级	217	-1	3	-1	14	0	-1	1421	-1	13	22	1
1421	真雷法衣-青云-21级	226	-1	3	-1	14	0	-1	1422	-1	13	22	1
1422	真雷法衣-青云-22级	235	-1	3	-1	14	0	-1	-1	-1	13	22	0
1500	真元护体-青云-0级	0	-1	3	-1	14	0	-1	1501	-1	15	22	1
1501	真元护体-青云-1级	50	-1	3	-1	14	0	-1	1502	-1	15	22	1
1502	真元护体-青云-2级	55	-1	3	-1	14	0	-1	1503	-1	15	22	1
