Id	Desc	Name	Atlas	Icon	Tips	ClassID	SubClassID	ThirdClassID	Quality	Color	MinLevelRequire	MaxLevelRequire	CanUse	BindType	CanSell	SellPrice	SellMoneyType	MaxStackSize	ProfessionRequire	SexReq	SortId	CompoundType	CompondLevel	HyperLinkColor	SoundID	ExistTime	DropIcon	DropScaling	DropEffectId	CanThrow	IsCanStorage	IsCanQianKunDai	QianKunDaiGroup	QianKunDaiLevel	IsCanBatchUse	IsNeedAddRemind	IsNeedUseRemind	MaxStorage	SupplyJuqiExp	ItemRmbVal	StallItemID	StallOtherClass	IsNeedSecPasswd
8	测试用	GM剑-合欢	Icon	QuestionMark	少侠，愿你有一份不悔的姻缘	1	1	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_HeHuanWuQi	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
9	测试用	GM剑-天音	Icon	QuestionMark	少侠，愿你有一份不悔的姻缘	1	1	1	5	5	1	300	0	1	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_TianYinWuQi	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
10	测试用	GM剑-鬼王	Icon	QuestionMark	传说中留美酱用过的武器	1	1	1	6	6	1	300	0	2	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_GuiWangWuQi	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
11	Demo-青云武器	喵吉の黄金宝剑	Icon	QuestionMark	人类终将想起被喵吉统治的恐怖	1	1	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_QingYunWuQi	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	3	0	0
12	Demo-青云帽子	喵吉の黄金角盔	Icon	QuestionMark	人类终将想起被喵吉统治的恐怖	1	2	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_MaoZi	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	3	0	0
13	Demo-青云衣服	喵吉の黄金战甲	Icon	QuestionMark	人类终将想起被喵吉统治的恐怖	1	3	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_YiFu	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	3	0	0
14	Demo-青云短裤	喵吉の黄金裤衩	Icon	QuestionMark	人类终将想起被喵吉统治的恐怖	1	4	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_KuZi	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	4	0	0
15	Demo-青云手套	喵吉の黄金护腕	Icon	QuestionMark	人类终将想起被喵吉统治的恐怖	1	5	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_ShouTao	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	4	0	0
16	Demo-青云拖鞋	喵吉の黄金军靴	Icon	QuestionMark	人类终将想起被喵吉统治的恐怖	1	6	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_XieZi	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	4	0	0
18	Demo-法宝1-寒冰剑	寒冰剑	Icon	jian_01	法宝，通体散发冰霜的寒气。	1	10	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_FaBao	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
19	Demo-法宝2-羽翅	羽翅	Icon	chibang_01	法宝，飞行时可化为羽翅。	1	10	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_FaBao	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
20	Demo-法宝3-羽皇	羽皇	Icon	chibang_02	法宝，飞行时可化为羽翼。	1	10	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_FaBao	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
21	测试用	叠加道具	Icon	QuestionMark	叠加道具	3	1	1	3	3	10	300	0	0	1	1	0	999	-1	-1	1200	1	1	1	1	-1	DiaoLuo_YuanBao	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
22	测试用-红药	九花玉露丸	Icon	QuestionMark	红药	5	1	1	2	2	1	300	1	1	1	1	0	999	0	-1	1200	1	1	2	1	-1	DiaoLuo_HongYao	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
23	测试用-蓝药	雪莲凝气散	Icon	QuestionMark	蓝药	5	2	1	2	2	1	300	1	1	1	1	0	999	0	-1	1200	1	1	2	1	-1	DiaoLuo_LanYao	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
24	Demo-戒指	单身狗之戒	Icon	QuestionMark	Narya，Ring of Fire	1	7	1	5	5	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_JieZhi	0.005	-1	0	1	0	-1	-1	1	0	1	-1	6	0	-1	0	0
25	Demo-项链	水之坠	Icon	QuestionMark	Nenya，Ring of Water	1	8	1	5	5	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_XiangLian	0.005	-1	0	1	0	-1	-1	1	0	1	-1	6	0	-1	0	0
26	Demo-护符	风之符	Icon	QuestionMark	Vilya，Ring of Air	1	9	1	5	5	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_HuFu	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
27	Demo-法宝2-羽翅-绑后背	羽翅	Icon	chibang_01	法宝，飞行时可化为羽翅。	1	10	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_FaBao	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
28	Demo-法宝3-羽皇-绑后背	羽皇	Icon	chibang_02	法宝，飞行时可化为羽翼。	1	10	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_FaBao	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
29	Demo-玉佩	地之佩	Icon	QuestionMark	Kenya，kamiyama bunkasai	1	11	1	6	7	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_YuPei	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
30	测试用-宠物技能书	沸腾	Icon	QuestionMark	测试技能书-沸腾	2	8	1	4	2	15	300	0	0	1	1	0	999	-1	-1	1200	1	1	2	1	-1	DiaoLuo_ChongWuJiNeng	0.005	-1	1	1	0	-1	-1	0	0	1	-1	0	0	30	0	0
31	测试用-宠物技能书	狂暴	Icon	QuestionMark	测试技能书-狂暴	2	8	1	4	2	15	300	0	0	1	1	0	999	-1	-1	1200	1	1	2	1	-1	DiaoLuo_ChongWuJiNeng	0.005	-1	1	1	0	-1	-1	0	0	1	-1	0	0	31	0	0
32	测试用-宠物技能书	厚甲	Icon	QuestionMark	测试技能书-厚甲	2	8	1	4	2	15	300	0	0	1	1	0	999	-1	-1	1200	1	1	2	1	-1	DiaoLuo_ChongWuJiNeng	0.005	-1	1	1	0	-1	-1	0	0	1	-1	0	0	32	0	0
33	测试用-宠物技能书	林荫	Icon	QuestionMark	测试技能书-林荫	2	8	1	4	2	15	300	0	0	1	1	0	999	-1	-1	1200	1	1	2	1	-1	DiaoLuo_ChongWuJiNeng	0.005	-1	1	1	0	-1	-1	0	0	1	-1	0	0	33	0	0
34	测试用-宠物技能书	中级沸腾	Icon	QuestionMark	测试技能书-中级沸腾	2	8	1	4	2	15	300	0	0	1	1	0	999	-1	-1	1200	1	1	2	1	-1	DiaoLuo_ChongWuJiNeng	0.005	-1	1	1	0	-1	-1	0	0	1	-1	0	0	34	0	0
35	测试用-宠物技能书	高级沸腾	Icon	QuestionMark	测试技能书-高级沸腾	2	8	1	4	2	15	300	0	0	1	1	0	999	-1	-1	1200	1	1	2	1	-1	DiaoLuo_ChongWuJiNeng	0.005	-1	1	1	0	-1	-1	0	0	1	-1	0	0	35	0	0
36	测试用-宠物蛋	测试宠物蛋	Icon	chongwudan	测试宠物蛋	2	7	1	4	2	15	300	1	0	1	1	0	1	-1	-1	1200	1	1	2	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	1	1	0	-1	-1	0	0	1	-1	0	0	-1	0	0
37	3月19日用研-戒指	30级诛仙之戒	Icon	QuestionMark	30级诛仙之戒	1	7	1	5	5	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_JieZhi	0.005	-1	1	1	0	-1	-1	0	0	1	-1	6	0	-1	0	0
38	摆摊测试用-装备	初级青云剑	Icon	QuestionMark	别说话，摆摊测试	1	1	1	4	4	1	300	0	0	1	1	0	1	0	-1	1200	1	1	4	1	-1	DiaoLuo_QingYunWuQi	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	1	0	0
39	摆摊测试用-珍品装备	高级青云剑	Icon	QuestionMark	别说话，摆摊测试	1	1	1	6	6	1	300	0	0	1	1	0	1	0	-1	1200	1	1	6	1	-1	DiaoLuo_QingYunWuQi	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	2	0	0
40	摆摊测试用-法宝	寒冰剑	Icon	jian_01	法宝，通体散发冰霜的寒气。	1	10	1	4	4	1	300	0	0	1	1	0	1	-1	-1	1200	1	1	1	1	-1	DiaoLuo_FaBao	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	3	0	0
41	摆摊测试用-炼器符	完璧符	Icon	wanbifu	使炼器失败的惩罚降低为减1级炼器等级	3	2	1	4	4	1	300	0	0	0	0	0	999	-1	-1	1200	1	1	4	1	-1	DiaoLuo_QiangHuaFu	0.005	-1	1	1	0	-1	-1	0	0	1	-1	0	10	4	0	0
42	摆摊测试用-灌注符	益血符	Icon	qixuefu	灌注符道具，成功灌注后使装备气血值少量提高	3	2	1	1	1	1	300	0	0	1	1	0	999	-1	-1	1200	1	1	1	1	-1	DiaoLuo_QiangHuaFu	0.005	-1	1	1	0	-1	-1	0	0	1	-1	0	10	5	0	0
43	摆摊测试用-宝石	三味金刚石[1级]	Icon	QuestionMark	可以镶嵌到饰品宝石插槽中，提高气血1690	2	3	1	4	4	1	300	0	0	1	1	0	999	-1	-1	1200	1	1	4	1	-1	DiaoLuo_BaoShi	0.005	-1	1	1	1	61	-1	0	0	1	-1	0	0	6	0	0
44	30级体验宝箱	掌柜体验箱[30级]	Icon	baoxiang_1	掌柜体验箱[30级]	3	4	1	7	7	20	300	1	0	1	1	0	999	-1	-1	1200	1	1	7	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
45	30级青云体验宝箱	青云体验箱[30级]	Icon	baoxiang_1	青云体验箱[30级]	3	4	1	6	6	20	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
46	30级天音体验宝箱	天音体验箱[30级]	Icon	baoxiang_1	天音体验箱[30级]	3	4	1	6	6	20	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
47	30级鬼王体验宝箱	鬼王体验箱[30级]	Icon	baoxiang_1	鬼王体验箱[30级]	3	4	1	6	6	20	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
48	30级合欢体验宝箱	合欢体验箱[30级]	Icon	baoxiang_1	合欢体验箱[30级]	3	4	1	6	6	20	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
49	法宝集合箱	法宝集合箱	Icon	baoxiang_1	法宝集合箱	3	4	1	7	7	20	300	1	0	1	1	0	999	-1	-1	1200	1	1	7	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
50	初级法宝箱	初级法宝箱	Icon	baoxiang_1	初级法宝箱	3	4	1	6	6	20	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
51	中级法宝箱	中级法宝箱	Icon	baoxiang_1	中级法宝箱	3	4	1	6	6	20	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
52	高级法宝箱	高级法宝箱	Icon	baoxiang_1	高级法宝箱	3	4	1	6	6	20	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
53	高级特殊法宝箱	高级特殊法宝箱	Icon	baoxiang_1	高级特殊法宝箱	3	4	1	6	6	20	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
54	时装集合箱	时装集合箱	Icon	baoxiang_1	时装集合箱	3	4	1	7	7	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	7	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
55	新手时装7天箱	新手时装7天箱	Icon	baoxiang_1	新手时装7天箱	3	4	1	2	2	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
56	新手时装30天箱	新手时装30天箱	Icon	baoxiang_1	新手时装30天箱	3	4	1	3	3	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
57	新手时装永久箱	新手时装永久箱	Icon	baoxiang_1	新手时装永久箱	3	4	1	4	4	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
58	新手武器7天箱	新手武器7天箱	Icon	baoxiang_1	新手武器7天箱	3	4	1	2	2	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
59	新手武器30天箱	新手武器30天箱	Icon	baoxiang_1	新手武器30天箱	3	4	1	3	3	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
60	新手武器永久箱	新手武器永久箱	Icon	baoxiang_1	新手武器永久箱	3	4	1	4	4	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
61	额外时装1号箱	额外时装1号箱	Icon	baoxiang_1	额外时装1号箱	3	4	1	5	5	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
62	额外时装2号箱	额外时装2号箱	Icon	baoxiang_1	额外时装2号箱	3	4	1	5	5	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
63	额外时装3号箱	额外时装3号箱	Icon	baoxiang_1	额外时装3号箱	3	4	1	5	5	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
64	额外时装4号箱	额外时装4号箱	Icon	baoxiang_1	额外时装4号箱	3	4	1	5	5	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
65	额外时装5号箱	额外时装5号箱	Icon	baoxiang_1	额外时装5号箱	3	4	1	5	5	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
66	新主角时装箱	新主角时装箱	Icon	baoxiang_1	新主角时装箱	3	4	1	5	5	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	6	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	0	0	1	-1	0	0	-1	0	0
67	首次随机测试箱	首次随机测试箱	Icon	baoxiang_1	首次随机测试箱	3	4	1	2	2	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	7	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	1	0	1	-1	0	0	-1	0	0
68	3次随机测试箱	3次随机测试箱	Icon	baoxiang_1	3次随机测试箱	3	4	1	3	3	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	7	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	1	0	1	-1	0	0	-1	0	0
69	3次珍贵测试箱	3次珍贵测试箱	Icon	baoxiang_1	3次珍贵测试箱	3	4	1	4	4	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	7	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	1	0	1	-1	0	0	-1	0	0
70	星魂测试包	星魂测试包	Icon	baoxiang_1	星魂测试包	3	4	1	4	4	1	300	1	0	1	1	0	999	-1	-1	1200	1	1	4	1	-1	DiaoLuo_ShiZhuang	0.005	-1	1	1	1	-1	-1	1	0	1	-1	0	0	-1	0	0
100	动态经验丹	经验丹	Icon	jingyan	使用后可以获得一定量的经验。	3	5	1	4	4	1	300	1	1	0	1	0	999	-1	-1	1200	1	1	1	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
101	1w经验丹，用于客服补偿，请勿放出	经验补偿（1万）	Icon	jingyan	使用后可以获得10000经验，注意使用时实际获取的经验会受服务器等级加成或衰减，具体请您去角色界面查看服务器等级	9	4	1	4	3	1	300	1	1	0	1	0	1	-1	-1	1200	1	1	1	1	4320	DiaoLuo_HongSeJinNang	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
102	2w经验丹，用于客服补偿，请勿放出	经验补偿（2万）	Icon	jingyan	使用后可以获得20000经验，注意使用时实际获取的经验会受服务器等级加成或衰减，具体请您去角色界面查看服务器等级	9	4	1	4	3	1	300	1	1	0	1	0	1	-1	-1	1200	1	1	1	1	4320	DiaoLuo_HongSeJinNang	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
103	5w经验丹，用于客服补偿，请勿放出	经验补偿（5万）	Icon	jingyan	使用后可以获得50000经验，注意使用时实际获取的经验会受服务器等级加成或衰减，具体请您去角色界面查看服务器等级	9	4	1	4	3	1	300	1	1	0	1	0	1	-1	-1	1200	1	1	1	1	4320	DiaoLuo_HongSeJinNang	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
104	10w经验丹，用于客服补偿，请勿放出	经验补偿（10万）	Icon	jingyan	使用后可以获得100000经验，注意使用时实际获取的经验会受服务器等级加成或衰减，具体请您去角色界面查看服务器等级	9	4	1	4	4	1	300	1	1	0	1	0	1	-1	-1	1200	1	1	1	1	4320	DiaoLuo_HongSeJinNang	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
105	50w经验丹，用于客服补偿，请勿放出	经验补偿（50万）	Icon	jingyan	使用后可以获得500000经验，注意使用时实际获取的经验会受服务器等级加成或衰减，具体请您去角色界面查看服务器等级	9	4	1	4	4	1	300	1	1	0	1	0	1	-1	-1	1200	1	1	1	1	4320	DiaoLuo_HongSeJinNang	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
106	100w经验丹，用于资料片2前满级补偿	100万经验	Icon	jingyan	[cb2626]仅限150级使用[-]#r使用后可以获得1000000经验#r使用时实际获取的经验会受服务器等级加成或衰减，请在角色界面服务器等级处查看	9	4	1	4	4	150	150	1	1	0	1	0	999	-1	-1	1200	1	1	1	1	10080	DiaoLuo_HongSeJinNang	0.005	-1	0	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
199	经验丹【示例物品】	经验	Icon	jingyan	可以获得大量经验	9	4	1	4	4	1	300	1	1	0	1	0	999	-1	-1	1200	1	1	1	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
501	50000银币	50000银币	Icon	yinbi	使用后可以获得50000银币	3	3	1	3	3	1	300	1	1	0	1	0	999	-1	-1	1200	1	1	1	1	-1	DiaoLuo_YinBi	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
502	60000银币	60000银币	Icon	yinbi	使用后可以获得60000银币	3	3	1	3	3	1	300	1	1	0	1	0	999	-1	-1	1200	1	1	1	1	-1	DiaoLuo_YinBi	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
503	70000银币	70000银币	Icon	yinbi	使用后可以获得70000银币	3	3	1	3	3	1	300	1	1	0	1	0	999	-1	-1	1200	1	1	1	1	-1	DiaoLuo_YinBi	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
504	80000银币	80000银币	Icon	yinbi	使用后可以获得80000银币	3	3	1	3	3	1	300	1	1	0	1	0	999	-1	-1	1200	1	1	1	1	-1	DiaoLuo_YinBi	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
505	90000银币	90000银币	Icon	yinbi	使用后可以获得90000银币	3	3	1	3	3	1	300	1	1	0	1	0	999	-1	-1	1200	1	1	1	1	-1	DiaoLuo_YinBi	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
506	100000银币	100000银币	Icon	yinbi	使用后可以获得100000银币	3	3	1	3	3	1	300	1	1	0	1	0	999	-1	-1	1200	1	1	1	1	-1	DiaoLuo_YinBi	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
507	110000银币	110000银币	Icon	yinbi	使用后可以获得110000银币	3	3	1	3	3	1	300	1	1	0	1	0	999	-1	-1	1200	1	1	1	1	-1	DiaoLuo_YinBi	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
508	120000银币	120000银币	Icon	yinbi	使用后可以获得120000银币	3	3	1	3	3	1	300	1	1	0	1	0	999	-1	-1	1200	1	1	1	1	-1	DiaoLuo_YinBi	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
509	130000银币	130000银币	Icon	yinbi	使用后可以获得130000银币	3	3	1	3	3	1	300	1	1	0	1	0	999	-1	-1	1200	1	1	1	1	-1	DiaoLuo_YinBi	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
510	20000银币	20000银币	Icon	yinbi	使用后可以获得20000银币	3	3	1	3	3	1	300	1	1	0	1	0	999	-1	-1	1200	1	1	1	1	-1	DiaoLuo_YinBi	0.005	-1	1	1	0	-1	-1	1	0	1	-1	0	0	-1	0	0
