Id	Desc	SpeakerID	TarSceneID	TarPosX	TarPosZ	TarPosRadius	Content	LifeTime	IsCanSkip	SoundID
		44					倒是其中有一小哥看来普通，不过对这道清蒸寐鱼颇有一番见解。	5	1	-1
		44					对了，那日倒是还有另外一位姑娘，俊俏的好比是那玲珑翡翠！嘿，恁是让我们大饱眼福！	5	1	-1
7	主线-闲话一二	-1	5	11.89	104.06	2	哦？何以见得。	5	1	-1
		44					自打青云出事，城中一下来了不少像您一般气度不凡的人，有些还身怀异宝，当就是那修真之人！	5	1	-1
		-1					这青云山上，也不知究竟是发生了什么事...	5	1	-1
		44					嗨！这您就有所不知了，是正道和魔教在这青云山上大大的打了一仗.	5	1	-1
		44					虽没有见到真切场面，但是那日空中异彩流动，轰鸣之声不绝于耳，地动山摇，令人色变。	5	1	-1
		-1					哦？这正道和魔教又是为何而斗...	5	1	-1
8	主线-当头冷水	43	5	11.32	118.55	2	说来这魔教也是可气，争斗之下世道大乱，我们在外混口饭吃不容易，天天都是提心吊胆的！！	5	1	-1
		-1					这...	5	1	-1
		42					（屋内角落传来一声冷哼）哦，这么说来，这位可是以为，如今世道大乱，都是魔教所为了？	5	1	-1
9	主线-话起争端	-1	5	7.07	117.81	8	...这位前辈好像有其他见解？	5	1	-1
		42					这张姓弟子自小就拜在青云门下，要说身怀他家法门，手持异物，要问也得好好问问他那师父！	5	1	-1
		-1					那为何魔教人物又会舍弃性命救他...	5	1	-1
		42					那日道玄宁错杀不可放过，哼！又有谁出来问上一句？！若非如此，当年那人也不用死...	5	1	-1
		41					我看你口口声声似是都向着魔教，难不成你就是那魔教之人？！...	5	1	-1
10	主线-来龙去脉	53	5	43.09	126.36	2	这草庙村十几年前曾发生惊天惨案，村中百十来条性命一夜之间被屠杀干净，怨厉之气极重。	5	1	-1
		-1					可有伤亡发生？	5	1	-1
		53					那村子自那之后就荒废下来，平日大家都对那儿避恐不及，所以也没有什么伤亡发生。	5	1	-1
		-1					那城主急匆匆召集大家，又为何事？	5	1	-1
		53					大家有所不知，自青云之战起，这怨戾之气似被激荡，竟然于白日就能显形，有外泄之相！	5	1	-1
		53					如今大战过后，青云自顾不暇，这除妖之事一时间竟无人能解，我怎不忧心！	5	1	-1
11	主线-诛仙为引	-1	5	21.24	66.45	2	...某物为引？	5	1	-1
		15					是啊，说来这事是何时开始的？	5	1	-1
		-1					听城主说，是当日青云一战起，这草庙村中戾气才有外泄之态。	5	1	-1
		15					（略一沉思）那就不奇怪了，诛仙本是上古神器，定会激荡青云山周遭灵气，想必就是这个原因。	5	1	-1
		-1					那前辈可有法子压制这戾气？	5	1	-1
12	主线-恩怨俱结	-1	5	43.09	126.36	2	...肥龙已经死了	5	1	-1
		53					什么？！英雄可有看到是谁动的手么？	5	1	-1
		-1					肥龙被利用，替其摄取村中亡魂，没想计划让我识破，被灭了口...也是惭愧，没能保住他的性命。	5	1	-1
		53					唉...这肥龙本也是不受管教的城中一霸，如今他这都是咎由自取，英雄不必太过自责。	5	1	-1
13	主线-真真假假	-1	5	21.24	66.45	2	老先生就不要消遣晚辈了！这当然是老先生的功劳，要是没有您的符咒，晚辈哪能这么顺利！	5	1	-1
		15					咳咳，那是自然~！	5	1	-1
		-1					刚才过来的时候，看到那叫如花的妇人，莫不是找老先生麻烦吧？	5	1	-1
		15					没没。听说她丈夫在义庄丢了性命，那日她不信我所言，如今又重金来求，可是人已经没了...	5	1	-1
		15					我劝她多收敛性格，行些善事，比什么都管用。天道因果，你说，这真真假假真真，信是不信呢。	5	1	-1
14	主线-旧时衣物	16	5	21.26	67.75	2	不过，你这身是得替下来了！	5	1	-1
		-1					...可是...	5	1	-1
		16					想必是没有替换衣物吧~当当当！瞧瞧这是啥~	5	1	-1
		-1					这是？？	5	1	-1
		16					那日寻到你时你所着衣物污秽破烂，就帮你缝补清洗了一下，想来这旧物对你想起往事也有帮助吧。	5	1	-1
15	主线-字字珠玑	15	5	21.24	66.45	2	其实青云之战我有所耳闻，如今正魔分立，但事在人为，是非也不是谁能定论的...万不可失了本心！	5	1	-1
		15					我曾为一人看相，卦象说那人乃是万中无一的乱魔相，一生风雨坎坷...	5	1	-1
		15					其实我也看了你的卦象，只是...乃不可说的天机，不过你俩日后定会相见，那时希望你能助他渡劫。	5	1	-1
		-1					老先生的教诲，晚辈定会铭记于心！	5	1	-1
16	主线-山魈之祸	-1	6	2.86	14.86	2	哦？山魈...那是什么？	5	1	-1
		84					青云山水土肥沃，灵气充盈，这山魈便是山中所生灵兽。青云一战环境被毁，这才将它们逼了出来。	5	1	-1
		84					我便是奉了掌门之命，将附近的山魈赶远一些，免得伤了门中小弟子。怎奈这些灵兽数量众多，诶！	5	1	-1
		-1					如果可以，就让我也出一份力吧！	5	1	-1
17	主线-首座之怨	-1	6	7.14	63.43	2	师叔教训的是...	5	1	-1
		76					诶，罢了罢了...要不是刚刚田不易那通脾气，也不至于搅得我也无端心烦意乱起来！	5	1	-1
		-1					不知何事触怒了田师叔？	5	1	-1
		76					还能有啥事，不就是因为他那个叫张小凡的徒弟么。现在只要一提起，就跟个爆竹似的，一点就着！	5	1	-1
		-1					...张小凡...（只觉这名字听来也熟悉异常）	5	1	-1
		76					谁都看到了，他那徒弟最后跟着魔教的人跑了。可这怨的了谁，大家都是为青云门着想。	5	1	-1
18	主线-欲言又止	-1	6	99.5	63.5	2	弟子过来的路上，遇到了风回峰的曾师伯...师伯有话要弟子带给掌门。	5	1	-1
		71					哦？曾师弟说什么了？	5	1	-1
		-1					师伯说...田师伯虽然性子急，但对青云和掌门并无二心，今日失礼之事，还望掌门不要往心里去！	5	1	-1
		71					唉，师弟多虑了。张小凡叛出青云我也是有责任的，田师弟失了爱徒心头难受，做师兄的怎不知？	5	1	-1
19	主线-有意为之	71	6	99.5	63.5	2	青云一战，落霞、朝阳两脉长老牺牲，苍松叛逃，物件已毁尚可换新，这人才是无法估量的损失。	5	1	-1
		71					不过幸好后辈青出于蓝，假以时日，积累修行，定能成为独当一面之人！	5	1	-1
		71					我观你禀赋不错，心术也正，年纪轻轻当还有很大提升空间，有意收你为入室弟子，你可同意？	5	1	-1
		-1					掌门有意倚重，晚辈甚是惶恐！但求尽心竭力为青云所用！	5	1	-1
20	主线-闭关歇息	-1	6	99.5	63.5	2	...啊？！	5	1	-1
		71					罢罢，我正好也累了，那就闭关些时日好好修养一番吧！	5	1	-1
		-1					掌门精神抖擞...倒是一点也看不出来倦态！	5	1	-1
		71					哈哈哈，终究还是有些年岁了！两祭诛仙对我内力的消耗本就不小，我还是不逞强了！	5	1	-1
		71					这段时间，青云门一切事务就交由萧逸才打点吧。你也要多加修行才是！	5	1	-1
21	主线-师父心结	-1	6	57.2	104.1	2	...师兄，田师伯可还是因为小凡的事情才心情郁结的？	5	1	-1
		79					恩，自从老七跟着魔教的人走了，师父他老人家心里就过不去这道儿坎了...	5	1	-1
		79					师父总认为，老七的事情其实还有回旋的余地...只是那一剑下去，老七便是什么退路都没有了。	5	1	-1
		79					师父的心结，也许只能是老七自己来解了...	5	1	-1
		-1					师兄的意思是....	5	1	-1
22	主线-众人之意	-1	6	23.9	120.02	2	...宋大仁师兄也说了类似的话呢！	5	1	-1
		78					其实...咱们大竹峰每一个人，都是这个想法！如果...如果小凡能够回来...	5	1	-1
		-1					回来？！先不论小凡的意思，恐怕这件事，连掌门那关都不过了吧。	5	1	-1
		78					其实所有的事情都怪不得小凡，不是么？掌门劈也劈了，小凡若是回来好好认个错，并非行不得！	5	1	-1
		-1					...恩，也是！不过毕竟其余几峰的心思尤未可知，说服掌门一事，还是有些不太稳妥。	5	1	-1
		78					这是自然，向掌门提出前，必定会先问问其余几峰的想法，特别是那小竹峰。	5	1	-1
23	主线-曾经旧友	-1	6	88.08	36.98	2	呃...我去替宋大仁师兄给文敏师姐传个话！	5	1	-1
		82					哦？是么。应该不只是这件事吧~难道不是为小凡么？	5	1	-1
		-1					？！师兄怎么知道的...	5	1	-1
		82					那是你师兄我聪慧！猜了个八九不离十~	5	1	-1
		82					你不必慌张，我明白大竹峰众人的心思。以前我就与他要好，此事我当然也是同大竹峰一条心的。	5	1	-1
24	主线-深受其害	-1	6	56.86	1.28	2	还有一事...想要求师姐和小竹峰众位师姐帮忙。	5	1	-1
		81					哦？是何事这么重要？	5	1	-1
		-1					这件事，便是大竹峰众人想要向掌门求情，让张小凡重回青云门...希望小竹峰众人也能出面！	5	1	-1
		81					其实自小凡走后，雪琪终日郁郁寡欢，也不见她展露一次笑颜，每日只是拼命修行。	5	1	-1
		81					雪琪的心结，怕是也只有张小凡能解...你放心，师父一向最疼爱她，也不能说些什么的。	5	1	-1
25	主线-心中顾虑	-1	6	36.96	63.83	2	其实...我这次来，是希望师兄能替转告一件事于掌门知晓。	5	1	-1
		70					掌门已经闭关，不知道是何事要叨扰他老人家...	5	1	-1
		-1					乃是为张小凡一事！其实小凡并没有什么错不是么，如若能得到掌门同意，重回青云，岂不更好？	5	1	-1
		70					你...诶，你当小凡离开青云门，仅仅是因为身怀噬魂，且与魔宗不清不楚的关系？那你就错了。	5	1	-1
		-1					那本源在何处？	5	1	-1
		70					那本源就在小凡的另一重身份。我们青云若是公开表态要他返回，那将天音寺置于何地？	5	1	-1
26	主线-善恶一念	-1	10	117.78	99.45	2	那便好。法相师兄担心您安危，这才未经您的允许请我入苦修林中查看，还望上人莫要责怪！	5	1	-1
		229					施主言重了。我不让他们随意进来，其实也没什么特殊理由，只是自己有惑未解，需静心参悟罢。	5	1	-1
		-1					竟还有上人参悟不透之事，不知可愿意赐教一二。	5	1	-1
		229					赐教不敢当，只是贫僧一些愚见。佛曰：善恶一念之间。是说人与众生，如如之性，初心本善。	5	1	-1
		229					只是心中有善，却因执念生妄念，妄念牵杀心，如此而为恶。	5	1	-1
		229					正如普智师弟，虽积一生无量德行，但一念之差犯下罪孽。孰善孰恶，却又该如何定夺...	5	1	-1
27	主线-昔日渊源	-1	10	58.08	53	2	不瞒大师，其实这次是为张小凡之事。张小凡被魔教之人带走...青云众人心中也是挂念非常。	5	1	-1
		225					贫僧明白，张施主落得如此，一切皆由我寺普智师叔妄念而起，却累及其坎坷命途，实是罪过！	5	1	-1
		-1					只是此事便不只是我们青云能够定夺的了，当然希望能够得到贵寺的支持，这心里方才有底。	5	1	-1
		225					阿弥陀佛，施主放心。如果小凡肯回来，天音当义不容辞替其除去噬魂魔障，还他心灵清明！	5	1	-1
28	主线-佛家之意	-1	10	58.08	53	2	哦？不知普泓上人怎么说。	5	1	-1
		225					师父说，青云的意思天音已经明白。还请施主放心，一切都将尊重小凡施主的选择。	5	1	-1
		-1					既然这样。那晚辈就替青云众位师兄师姐谢过大师了！	5	1	-1
		225					不瞒你说，自当年与小凡见面到如今，已是十年光阴匆匆而过，我也曾在深夜未眠之时想起他来。	5	1	-1
		225					亦曾以身相代试想这诸般痛苦如若发生在我身上会是怎样。每每念及此处，委实不忍...	5	1	-1
29	主线-空桑历练	70	6	36.96	63.83	2	我决定让你带人前去空桑山除魔卫道。如若你能在新代弟子中脱颖而出，说服掌门也多几分把握！	5	1	-1
		70					另外，据天音说法这噬血珠出自炼血堂黑心老人，你当多留意可有关于此物的破解之法记载。	5	1	-1
		70					此次鬼王宗也派出了门下弟子...如果见到了小凡，你应该知道如何说辞了吧！	5	1	-1
		-1					弟子明白，师兄还请放心！	5	1	-1
30	主线-六合宝镜	83	6	91.73	81.64	2	空桑路途遥远，你身上的法宝可助你一臂之力！	5	1	-1
		83					想来你也是很久没有御空飞行了，这修行可不要荒废呀！	5	1	-1
		-1					谨遵师兄教诲！我定不负所托！	5	1	-1
31	主线-掌门心思	-1	12	39.79	17.8	2	还劳烦师姐特意过来迎接...	5	1	-1
		257					不麻烦不麻烦，你的事情绯燕已经告诉我了，怕你不记得路，若是走丢了就是做师姐的不是了！	5	1	-1
		257					对了，本来你回来应该要向掌门通禀一声的，只是...	5	1	-1
		-1					只是什么？	5	1	-1
		257					（苦笑了一下）只是自青云一战回来之后，掌门就一直闷闷不乐，很少露面。	5	1	-1
		257					并特意嘱咐若非金仙子回报，其余事宜让我们四兄妹自行处理便是。	5	1	-1
		-1					也没有什么重要的事情，就不必叨扰掌门了！只是掌门莫要闷坏了身子才是啊！	5	1	-1
32	主线-师兄关怀	256	12	84.75	65.46	2	你脉象混乱，体内有两股真气冲撞，虽不祸及性命，但实为阻碍修行之大忌...	5	1	-1
		-1					...师兄...	5	1	-1
		256					不用担心，师兄自当不会置之不顾，你且坐下，闭眼行功运气，剩下的就交给师兄吧！	5	1	-1
33	主线-口舌之好	-1	12	84.75	65.46	2	正是为此事而来！春师兄可有什么妙招？	5	1	-1
		256					所谓欲抓住人心，需先满足其口舌之好，我想掌门也不例外！	5	1	-1
		-1					哦？依春师兄之见，该是何物呢？	5	1	-1
		256					那便是黑心果了！掌门多年前专从南疆移回，为其在逍遥涧生根花了不少功夫，可见对其的喜爱。	5	1	-1
		-1					既然这黑心果能为掌门解闷，那便事不宜迟了，师兄可知道哪里能采得这美味，我好速速去取。	5	1	-1
		256					若是轻易能得我早就动身了！这黑心果难以采摘不说，更有灵猴抢夺，哪是那么容易就得到的。	5	1	-1
34	主线-断袖之癖	255	12	16.5	45.17	2	你觉得春师兄这人咋样啊！	5	1	-1
		-1					春师兄？春师兄温文尔雅，待人也是极其和善，能得掌门青睐，想必能力也是一等一的好手...	5	1	-1
		255					那是！对春师兄爱慕的人，都能排到这逍遥涧外面去了...嘿！可是你别说，春师兄没一个看上的！	5	1	-1
		-1					那定是春师兄心中已有意中人了吧。	5	1	-1
		255					因为...你再过来些，我悄悄告诉你，因为，春师兄喜欢的是男人！	5	1	-1
35	主线-深感危机	-1	12	107.96	65.63	2	不知掌门因何烦闷，可有晚辈和师兄师姐们能为掌门分担的？	5	1	-1
		254					反正迟早也是要通报门中的事情，现在说与你也无妨。	5	1	-1
		254					自青云一战见识过诛仙后，恐怕我们本以为和正道能够抗衡，现在看来其实相差甚远。	5	1	-1
		254					另外，虽同信明王圣母，但黑心老人当年一统圣教的鼎盛之态，恐怕我们四宗谁都想试上一试吧！	5	1	-1
36	主线-亲传弟子	254	12	107.96	65.63	2	我合欢自金铃祖师开派以来，本只收女弟子，习魅惑心智之术。但终究借力打力，易受外因所制。	5	1	-1
		254					自凌波仙子上位，终觉我合欢需掌握一门真正为自身所用武学，便开宗散叶同纳男性弟子。	5	1	-1
							除魅惑之术外同习暗杀潜行之技，也是将合欢一派推至鼎盛。我便明白，活水方能使得万年船。	5	1	-1
		254					方才我便有细细观察，你体质阴柔，身形灵巧，是修习江南心法的好苗子，便收你做亲传弟子吧！	5	1	-1
		-1					掌门有意倚重，晚辈惶恐！但求尽心竭力为合欢所用！	5	1	-1
37	主线-合欢之意	-1	12	107.96	65.63	2	还请掌门教诲！	5	1	-1
		254					一千三百年前，金铃祖师聪慧绝顶，道行精深，悟得天书之境，便创下我派，名为合欢。	5	1	-1
		254					相信世人看我门弟子样貌俊俏，多行魅惑之法，讲究和合采补双修，便觉这合欢二字是为不齿吧！	5	1	-1
		254					所谓和合之术，传自迦毗罗卫，采阴补阳，是以互通，达大欢喜境，但并非行什么淫秽之法。	5	1	-1
		254					然祖师殒命，遗落天书，得凌波仙子真传的上代掌门又折在了青云，自此合欢武学便是丢失了有半。	5	1	-1
		254					如今传至我手，如若合欢衰败，我将无颜面对祖师，所以尔等后辈当勤恳修学，再兴合欢盛势！	5	1	-1
		-1					弟子记住了！定不负掌门所望！	5	1	-1
38	主线-必修之课	-1	12	89.56	32.39	2	刚刚晚辈多有冒犯！！师姐若是生气，就责罚下来吧！	5	1	-1
		258					...（自说自话）看来心智倒是蛮正的，就是有点呆，勉强算过关吧！	5	1	-1
		-1					啊？师姐你说什么？什么过关？...	5	1	-1
		258					方才便是你要上的第一课。江南心法不露声色便可迷惑制敌，刚刚正是在考验你的心智和控制力。	5	1	-1
		258					你一开始虽中魅术，但能及时收势也还是可塑之才，要记住这控制心智和欲望，是当前的必修课！	5	1	-1
39	主线-陈年旧事	-1	12	101.2	118.17	2	...几百年？！可是婆婆看起来还是这么容光焕发，哪里有什么岁月的痕迹！	5	1	-1
		263					你这娃娃伶牙俐齿，一点不输你君同师兄！	5	1	-1
		263					可纵使不老，旧人却已不在，独留我日复一日侍奉着夫人的牌位，岁月于我又为何物？	5	1	-1
		-1					那便是故去之人留在现世的羁绊了...他们的样子，他们身上发生的事，都留在了婆婆的记忆里。	5	1	-1
		-1					再由婆婆说与我们这些晚辈，便是被更多地人记得，便是他们曾经存在最好的证明了！	5	1	-1
		263					...哈哈哈哈！说的好！说得好！婆婆喜欢！来来来，婆婆有好东西要给你！	5	1	-1
40	主线-沧海绯燕	-1	12	103.1	83.94	2	...不知沧海师兄哪里惹师姐不高兴了？	5	1	-1
		262					不是我！我这叫做正主不急旁人急，你说，沧海和绯燕明明互相喜欢，可沧海不说，绯燕也不问。	5	1	-1
		262					嘿，姑娘那是羞涩，他一个大男人掖着个什么劲儿啊！	5	1	-1
		-1					...师姐，那是人家两人之间的事儿，咱们啊也不好掺和。	5	1	-1
		262					那怎么成，绯燕可是我的好妹妹。不行！这事儿还就得靠别人推一把！！	5	1	-1
41	主线-互相关照	-1	12	40.3	109.07	2	师兄谬赞了！	5	1	-1
		259					听夏雨雪师姐说，你虽刚来，倒也挺能吃准兰鸾儿那丫头的脾性，其实师兄是有一事想拜托你帮忙。	5	1	-1
		259					我前些日子外出办事，捡回一名将死的小乞丐，如今他被安排在我门下由我教导。	5	1	-1
		259					大抵是之前看惯世俗冷暖，不愿与人交心，我担心这样的性子会让他日后吃亏。	5	1	-1
		259					你们年龄相仿，你又心思灵巧！所以希望你能多与他亲近一些，也算是尽了同门情谊。	5	1	-1
		-1					关照同门本就分内之事！师兄还请放心！	5	1	-1
42	主线-惹祸上身	-1	12	16.5	45.17	2	刚刚出手，我看那些僧人也不是什么无理之徒...你老实告诉我，你干啥了。	5	1	-1
		255					没有没有...真的...	5	1	-1
		-1					你若是不说实话，我便是要像莫风师弟那样，上报掌门了啊！	5	1	-1
		255					别别别！我说就是了。前阵子我听春师兄说天音无字玉壁乃是神迹之笔，很是好奇。	5	1	-1
		255					这不，我就想去见识见识嘛...结果闯了人家禁地，被一路追到了这里。	5	1	-1
		-1					...天音寺？！我们本就不相两立，你这冒冒失失的，若是被误会...不行不行，这事儿得告诉掌门！	5	1	-1
		255					那...那你得替我向掌门求求情！掌门责罚下来，关我小黑屋，那还不得把我憋死啊！	5	1	-1
43	主线-若有所思	254	12	107.96	65.63	2	还记得那日我与你谈话，说到开派祖师金铃夫人么！	5	1	-1
		-1					弟子记得。祖师道行精深，悟得天书奇卷，创立我合欢派。	5	1	-1
		254					不错。只是祖师殒命之后，天书也随之散落。但是这几日我细细回想青云一战，便发现了一件大事。	5	1	-1
		254					那日鬼王之女挡下诛仙，分明使得就是使得金铃祖师的痴情咒！只是那日情况紧急，我并没有多想。	5	1	-1
		254					最后危急时刻，扣下碧瑶一魄的那个法宝，现在想来也是祖师在世时用的法宝合欢铃！	5	1	-1
44	主线-了解情况	269	11	9.5	83.68	2	痴情咒乃金铃夫人所创，这咒法狠毒，便是硬生生的驱人三魂七魄作为咒法之引。	5	1	-1
		269					兴许是金铃祖师有感，合欢铃竟是危急关头生生扣下一魄，这才保得她肉身不灭。	5	1	-1
		269					至于她是从哪里得来的，我听门中安排眼线，说是于空桑山滴血洞中所得。	5	1	-1
		-1					如此说来，这合欢铃对鬼王便成了至关重要之物...恐怕我们想要拿回来，没有那么容易了。	5	1	-1
		269					恩。不过我先前已经探过一次寒冰石室，险些暴露，为保险这次我便不能贸然前往了。	5	1	-1
		-1					师兄不必苦恼，再探石室确认合欢铃的事情就交给我吧！	5	1	-1
45	主线-旧时渊源	-1	12	107.96	65.63	2	但是并未看到天书卷宗，也没有听鬼王的人提起过...莫不是...天书仍然还散落在外！	5	1	-1
		254					恩！说来也巧，空桑山近日传出了炼血堂死灰复燃的消息。	5	1	-1
		254					那炼血堂的黑心老儿和金铃祖师渊源颇深，我觉得此次是找到祖师遗骸和天书的大好时机。	5	1	-1
		-1					弟子愿意代劳！前往空桑山寻找！	5	1	-1
46	主线-痴情厉咒	-1	12	101.2	118.17	2	婆婆请说！	5	1	-1
		263					痴情咒本名厉血咒！此咒凶险，即使悟出也不能轻易用之。	5	1	-1
		263					此番前去，你还需留意，是否可有破解之法，能化此凶咒为我合欢所用。	5	1	-1
47	主线-凌波玉箫	254	12	107.96	65.63	2	空桑路途遥远，你身上的法宝可助你一臂之力！	5	1	-1
		254					想来你也是很久没有御空飞行了，这修行可不要荒废呀！	5	1	-1
		-1					谨遵掌门教诲！我定不负所托！	5	1	-1
48	主线-佛法无边	223	10	99.23	3.62	2	若非如此，先前我们一村将死之人，又怎能从阎王爷手里捡回这么多条命。	5	1	-1
		-1					哦？不知是哪位高僧造化！	5	1	-1
		223					那便是圣僧普智了。那时候整个村子染了瘟疫，如果不是普智圣僧出手救治，恐怕...	5	1	-1
		223					所以一定是佛祖觉得我们一村人命不该绝，派了普智圣僧渡化，阿弥陀佛！	5	1	-1
		223					自那之后，每月我们都会给天音寺送来供奉，以表谢意！只是...再也没见过圣僧。	5	1	-1
49	主线-我佛慈悲	224	10	56.97	24.56	2	青云一战回山后，清点战后伤亡情况，发现你并未回山，便是以为你在青云一战...	5	1	-1
		224					阿弥陀佛！你既无事，想必是我佛慈悲，显灵庇佑了！	5	1	-1
		-1					（原来我真是这天音弟子...）	5	1	-1
		224					此事本当禀报住持知晓，只是...	5	1	-1
		-1					只是什么？	5	1	-1
		224					只是住持被小人暗算身受重伤，正在闭关修养，寺中事务暂交由法相师兄代为管理！	5	1	-1
		-1					无妨！也不是什么紧急事情，就不必立刻叨扰住持了！让住持好好歇息才是！	5	1	-1
50	主线-众生平等	-1	10	117.78	99.45	2	徒儿因为一些事在城中耽搁了些日子，幸遇见法善师兄，这才得以回山，让师父担心了！	5	1	-1
		229					能回来就好，能回来就好！	5	1	-1
		-1					师父可有受伤？...刚刚那些人看样子并不像是我天音客人，为何师父要拦着我。	5	1	-1
		229					阿弥陀佛！痴儿，夫千百法门，同归方寸，人与非人，性相平等。	5	1	-1
		229					他们虽不为我天音客人，当也不能如此失礼对待啊，何况他们并没有行什么恶事。	5	1	-1
51	主线-佛祖慈悲	227	10	58.35	123.23	2	想当初你还是个婴儿的时候，便被普德师弟从深山中抱回，天寒地冻竟是捡回了一条命。	5	1	-1
							这次本以为你命陨青云，竟又死里逃生，冥冥之中，定有我佛不忍，普慈悲造化。	5	1	-1
		227					孩子，我观你身形稳健，吐纳归一，是修行大梵般若的好苗子，你可愿意做这入室弟子？	5	1	-1
		-1					住持有意倚重，弟子惶恐！但求尽心竭力为天音积无量德行！	5	1	-1
52	主线-心有所向	-1	10	76.97	43.28	2	...观棋小师弟，是有心事未解？	5	1	-1
		232					你看到这石阶了么！当年山路陡峭，百姓虽有心礼佛却难得上山求愿。	5	1	-1
		232					便有一位师叔以一己之力，费十年之功，硬是在这陡峭山中开辟出了这一条佛海坦途...	5	1	-1
		232					不仅如此，师叔还广普功德，渡化苦难，现今寺中许多香客都是受过其恩泽，年年上山还愿！	5	1	-1
		-1					竟有这样了不起的前辈...不知名号如何？哪天当拜见，求取一二教诲。	5	1	-1
		232					那位师叔名号普智，只是已经过世十数年了。如此无量功德之人，为何不得佛祖庇佑...	5	1	-1
53	主线-施法补救	225	10	58.08	53	2	一切皆由我天音寺而起，普智师叔已经圆寂，我们这些在世之人，当也应该想想补救的办法。	5	1	-1
		225					现在这噬血珠就在张施主的身上，我担心他将那邪物带在身上，终会重蹈了普智师叔的覆辙。	5	1	-1
		-1					如果能以天音无边佛法救他于水火之中，也算是了了普智师叔未果的心愿。	5	1	-1
		225					不错！张施主这样人物苦于心魔，我委实不忍。愿以佛门慈悲点拨于他，也算是大功德之事。	5	1	-1
54	主线-噬血来历	230	10	9.9	21.82	2	普智早时，曾游历四方以增长见识，助益修行。这噬血珠便是他在死亡大沼泽中无意中拾得。	5	1	-1
		230					聪慧如他，知道此物乃是天下至凶异物，便秉仁慈之心，日夜随身携带镇压，以免祸害世人。	5	1	-1
		230					只是此物凶戾之气实乃冲天之势！之后的事情你便都知道了，这戾气终悄悄侵蚀了他的神智。	5	1	-1
		-1					...那此物可有别的压制之法？	5	1	-1
		230					当初我也劝过普智以佛迹无字玉壁镇压，只是怕累及本寺终作罢。如今看来兴许不失为一条门路。	5	1	-1
55	主线-弟子未归	-1	10	5.3	79.95	2	不知道衍尊者是为何事着急？	5	1	-1
		231					你有所不知，无字玉壁本是禁地，就是寺中也鲜有人知。只是，这个月已经两次有人刺探此处了。	5	1	-1
