Id	Desc	FormulaType	IsStatic	ProductId	StaticCount	MoneyType	Money	LevelReq	StuffGroup1	StuffCount1	StuffGroup2	StuffCount2	StuffGroup3	StuffCount3	StuffGroup4	StuffCount4	StuffGroup5	StuffCount5	StuffGroup6	StuffCount6	SecPasswordId
69	神行金刚石（7级）降级	1	1	5705	3	0	700	-1	77	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
70	神行金刚石（8级）降级	1	1	5706	3	0	800	-1	78	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
71	神行金刚石（9级）降级	1	1	5707	3	0	900	-1	79	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
72	神行金刚石（10级）降级	1	1	5708	3	0	1000	-1	80	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
73	天心金刚石（2级）降级	1	1	5800	3	0	200	-1	82	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
74	天心金刚石（3级）降级	1	1	5801	3	0	300	-1	83	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
75	天心金刚石（4级）降级	1	1	5802	3	0	400	-1	84	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
76	天心金刚石（5级）降级	1	1	5803	3	0	500	-1	85	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
77	天心金刚石（6级）降级	1	1	5804	3	0	600	-1	86	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
78	天心金刚石（7级）降级	1	1	5805	3	0	700	-1	87	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
79	天心金刚石（8级）降级	1	1	5806	3	0	800	-1	88	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
80	天心金刚石（9级）降级	1	1	5807	3	0	900	-1	89	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
81	天心金刚石（10级）降级	1	1	5808	3	0	1000	-1	90	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
82	避尘金刚石（2级）降级	1	1	5900	3	0	200	-1	92	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
83	避尘金刚石（3级）降级	1	1	5901	3	0	300	-1	93	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
84	避尘金刚石（4级）降级	1	1	5902	3	0	400	-1	94	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
85	避尘金刚石（5级）降级	1	1	5903	3	0	500	-1	95	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
86	避尘金刚石（6级）降级	1	1	5904	3	0	600	-1	96	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
87	避尘金刚石（7级）降级	1	1	5905	3	0	700	-1	97	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
88	避尘金刚石（8级）降级	1	1	5906	3	0	800	-1	98	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
89	避尘金刚石（9级）降级	1	1	5907	3	0	900	-1	99	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
90	避尘金刚石（10级）降级	1	1	5908	3	0	1000	-1	100	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
91	强震断金石（2级）	1	1	6000	3	0	200	-1	102	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
92	强震断金石（3级）	1	1	6001	3	0	300	-1	103	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
93	强震断金石（4级）	1	1	6002	3	0	400	-1	104	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
94	强震断金石（5级）	1	1	6003	3	0	500	-1	105	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
95	强震断金石（6级）	1	1	6004	3	0	600	-1	106	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
96	强震断金石（7级）	1	1	6005	3	0	700	-1	107	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
97	强震断金石（8级）	1	1	6006	3	0	800	-1	108	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
98	强震断金石（9级）	1	1	6007	3	0	900	-1	109	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
99	强震断金石（10级）	1	1	6008	3	0	1000	-1	110	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
100	摄心断金石（2级）	1	1	6100	3	0	200	-1	112	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
101	摄心断金石（3级）	1	1	6101	3	0	300	-1	113	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
102	摄心断金石（4级）	1	1	6102	3	0	400	-1	114	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
103	摄心断金石（5级）	1	1	6103	3	0	500	-1	115	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
104	摄心断金石（6级）	1	1	6104	3	0	600	-1	116	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
105	摄心断金石（7级）	1	1	6105	3	0	700	-1	117	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
106	摄心断金石（8级）	1	1	6106	3	0	800	-1	118	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
107	摄心断金石（9级）	1	1	6107	3	0	900	-1	119	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
108	摄心断金石（10级）	1	1	6108	3	0	1000	-1	120	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
109	御魂断金石（2级）	1	1	6200	3	0	200	-1	122	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
110	御魂断金石（3级）	1	1	6201	3	0	300	-1	123	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
111	御魂断金石（4级）	1	1	6202	3	0	400	-1	124	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
112	御魂断金石（5级）	1	1	6203	3	0	500	-1	125	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
113	御魂断金石（6级）	1	1	6204	3	0	600	-1	126	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
114	御魂断金石（7级）	1	1	6205	3	0	700	-1	127	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
115	御魂断金石（8级）	1	1	6206	3	0	800	-1	128	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
116	御魂断金石（9级）	1	1	6207	3	0	900	-1	129	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
117	御魂断金石（10级）	1	1	6208	3	0	1000	-1	130	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
118	万钧断金石（2级）	1	1	6300	3	0	200	-1	132	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
119	万钧断金石（3级）	1	1	6301	3	0	300	-1	133	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
120	万钧断金石（4级）	1	1	6302	3	0	400	-1	134	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
121	万钧断金石（5级）	1	1	6303	3	0	500	-1	135	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
122	万钧断金石（6级）	1	1	6304	3	0	600	-1	136	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
123	万钧断金石（7级）	1	1	6305	3	0	700	-1	137	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
124	万钧断金石（8级）	1	1	6306	3	0	800	-1	138	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
125	万钧断金石（9级）	1	1	6307	3	0	900	-1	139	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
126	万钧断金石（10级）	1	1	6308	3	0	1000	-1	140	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
127	强震金刚石（2级）	1	1	6400	3	0	200	-1	142	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
128	强震金刚石（3级）	1	1	6401	3	0	300	-1	143	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
129	强震金刚石（4级）	1	1	6402	3	0	400	-1	144	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
130	强震金刚石（5级）	1	1	6403	3	0	500	-1	145	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
131	强震金刚石（6级）	1	1	6404	3	0	600	-1	146	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
132	强震金刚石（7级）	1	1	6405	3	0	700	-1	147	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
133	强震金刚石（8级）	1	1	6406	3	0	800	-1	148	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
134	强震金刚石（9级）	1	1	6407	3	0	900	-1	149	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
135	强震金刚石（10级）	1	1	6408	3	0	1000	-1	150	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
136	摄心金刚石（2级）	1	1	6500	3	0	200	-1	152	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
137	摄心金刚石（3级）	1	1	6501	3	0	300	-1	153	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
138	摄心金刚石（4级）	1	1	6502	3	0	400	-1	154	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
139	摄心金刚石（5级）	1	1	6503	3	0	500	-1	155	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
140	摄心金刚石（6级）	1	1	6504	3	0	600	-1	156	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
141	摄心金刚石（7级）	1	1	6505	3	0	700	-1	157	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
142	摄心金刚石（8级）	1	1	6506	3	0	800	-1	158	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
143	摄心金刚石（9级）	1	1	6507	3	0	900	-1	159	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
144	摄心金刚石（10级）	1	1	6508	3	0	1000	-1	160	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
145	御魂金刚石（2级）	1	1	6600	3	0	200	-1	162	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
146	御魂金刚石（3级）	1	1	6601	3	0	300	-1	163	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
147	御魂金刚石（4级）	1	1	6602	3	0	400	-1	164	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
148	御魂金刚石（5级）	1	1	6603	3	0	500	-1	165	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
149	御魂金刚石（6级）	1	1	6604	3	0	600	-1	166	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
150	御魂金刚石（7级）	1	1	6605	3	0	700	-1	167	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
151	御魂金刚石（8级）	1	1	6606	3	0	800	-1	168	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
152	御魂金刚石（9级）	1	1	6607	3	0	900	-1	169	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
153	御魂金刚石（10级）	1	1	6608	3	0	1000	-1	170	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
154	万钧金刚石（2级）	1	1	6700	3	0	200	-1	172	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
155	万钧金刚石（3级）	1	1	6701	3	0	300	-1	173	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
156	万钧金刚石（4级）	1	1	6702	3	0	400	-1	174	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
157	万钧金刚石（5级）	1	1	6703	3	0	500	-1	175	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
158	万钧金刚石（6级）	1	1	6704	3	0	600	-1	176	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
159	万钧金刚石（7级）	1	1	6705	3	0	700	-1	177	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
160	万钧金刚石（8级）	1	1	6706	3	0	800	-1	178	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
161	万钧金刚石（9级）	1	1	6707	3	0	900	-1	179	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
162	万钧金刚石（10级）	1	1	6708	3	0	1000	-1	180	1	181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
163	元运断金石（1级）升级	2	1	5001	1	0	0	-1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
164	元运断金石（2级）升级	2	1	5002	1	0	0	-1	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
165	元运断金石（3级）升级	2	1	5003	1	0	0	-1	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
166	元运断金石（4级）升级	2	1	5004	1	0	0	-1	4	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
167	元运断金石（5级）升级	2	1	5005	1	0	0	-1	5	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
168	元运断金石（6级）升级	2	1	5006	1	0	0	-1	6	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
169	元运断金石（7级）升级	2	1	5007	1	0	0	-1	7	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
170	元运断金石（8级）升级	2	1	5008	1	0	0	-1	8	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
171	元运断金石（9级）升级	2	1	5009	1	0	0	-1	9	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
172	醒神断金石（1级）升级	2	1	5101	1	0	0	-1	11	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
173	醒神断金石（2级）升级	2	1	5102	1	0	0	-1	12	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
174	醒神断金石（3级）升级	2	1	5103	1	0	0	-1	13	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
175	醒神断金石（4级）升级	2	1	5104	1	0	0	-1	14	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
176	醒神断金石（5级）升级	2	1	5105	1	0	0	-1	15	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
177	醒神断金石（6级）升级	2	1	5106	1	0	0	-1	16	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
178	醒神断金石（7级）升级	2	1	5107	1	0	0	-1	17	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
179	醒神断金石（8级）升级	2	1	5108	1	0	0	-1	18	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
180	醒神断金石（9级）升级	2	1	5109	1	0	0	-1	19	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
181	培元断金石（1级）升级	2	1	5201	1	0	0	-1	21	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
182	培元断金石（2级）升级	2	1	5202	1	0	0	-1	22	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
183	培元断金石（3级）升级	2	1	5203	1	0	0	-1	23	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
184	培元断金石（4级）升级	2	1	5204	1	0	0	-1	24	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
185	培元断金石（5级）升级	2	1	5205	1	0	0	-1	25	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
186	培元断金石（6级）升级	2	1	5206	1	0	0	-1	26	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
187	培元断金石（7级）升级	2	1	5207	1	0	0	-1	27	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
188	培元断金石（8级）升级	2	1	5208	1	0	0	-1	28	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
189	培元断金石（9级）升级	2	1	5209	1	0	0	-1	29	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
190	混沌断金石（1级）升级	2	1	5301	1	0	0	-1	31	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
191	混沌断金石（2级）升级	2	1	5302	1	0	0	-1	32	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
192	混沌断金石（3级）升级	2	1	5303	1	0	0	-1	33	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
193	混沌断金石（4级）升级	2	1	5304	1	0	0	-1	34	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
194	混沌断金石（5级）升级	2	1	5305	1	0	0	-1	35	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
195	混沌断金石（6级）升级	2	1	5306	1	0	0	-1	36	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
196	混沌断金石（7级）升级	2	1	5307	1	0	0	-1	37	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
197	混沌断金石（8级）升级	2	1	5308	1	0	0	-1	38	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
198	混沌断金石（9级）升级	2	1	5309	1	0	0	-1	39	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
199	夺魄断金石（1级）升级	2	1	5401	1	0	0	-1	41	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
200	夺魄断金石（2级）升级	2	1	5402	1	0	0	-1	42	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
201	夺魄断金石（3级）升级	2	1	5403	1	0	0	-1	43	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
202	夺魄断金石（4级）升级	2	1	5404	1	0	0	-1	44	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
203	夺魄断金石（5级）升级	2	1	5405	1	0	0	-1	45	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
